Locus	SRR3992506	SRR3992507	SRR3992508	SRR3992512	SRR3992513	SRR3992514
AT3G10160.1	1652	1827	1855	1184	1327	1317
AT3G23380.1	2	1	2	0	0	0
AT3G15720.1	48	94	96	29	18	31
AT3G22133.1	0	0	0	0	0	0
AT3G23390.1	4318	4746	5017	4030	4722	4704
AT3G03380.1	1844.91	1772	1914	1941.83	2297.34	2188.85
AT3G02320.1	355	455	478	522	505	496
AT3G47080.1	865	985	1134	1149	1264	1066
AT3G15300.1	29	44	41	48	51	64
AT3G55990.1	198	268	185	166	240	150
AT3G14150.1	369	439.815	454	504	571	462
AT3G21360.1	239	322	286	356	373	373
AT3G58110.1	1149	1255	1069	1338	1629	1260
AT3G60980.1	107	178	150	86	85	83
AT3G27095.1	0	0	0	0	0	0
AT3G15290.1	419	483	503	492	579	467
AT3G01620.1	4	7	8	3	9	8
AT3G29520.1	0	0	0	0	0	0
AT3G02300.1	1260	1333	1281	1561	1852	1456
AT3G32027.1	0	0	0	0	0	0
AT3G09375.1	0	0	0	0	0	0
AT3G26490.1	172	200	183	140	157	121
AT3G12520.1	173	194	245	599	803	715
AT3G47830.1	58	73	65	39	44	43
AT3G12630.1	2034	2047	2609	1883	2138	1794
AT3G02310.1	70	108	102	8	4	7
AT3G17470.1	1153	1160	1295	1130	1307	1083
AT3G23400.1	7603	8233	9547	7747	7991	8190
AT3G32250.1	0	0	0	0	0	0
AT3G09380.1	0	0	0	56	62	37
AT3G55980.1	537	430	567	1000	1120	696
AT3G23980.1	801	898	833	887	1181	956
AT3G03920.1	2470	3003	2899	2977	2875	3500
AT3G22110.1	3499	4046	4286	4050	4427	4152
AT3G50220.1	56	56	44	53	66	39
AT3G02640.1	351	526	472	350	498	383
AT3G59520.1	150	141	162	230	261	197
AT3G28450.1	464	452	524	596	736	614
AT3G56710.1	238	93	151	537	614	318
AT3G60690.1	464	376	627	621	709	447
AT3G25480.1	1119	1266	1307	1438	1413	1646
AT3G51080.1	292	323	321	404	486	471
AT3G21390.1	1068	1190	1364	915	945	676
AT3G23940.1	2244	2348	2095	2098	2332	3768
AT3G28455.1	107	114	132	135	143	105
AT3G15260.1	673	710	842	843	877	760
AT3G51060.1	20	33	36	47	64	69
AT3G42740.1	0	0	0	0	0	0
AT3G28460.1	749	910	940	919	898	1036
AT3G06740.1	321	431	359	338	366	330
AT3G50830.1	1386	1428	1834	1386	1572	1446
AT3G47270.1	0	0	0	0	0	0
AT3G02230.1	2390	2901	3174	2874	3728	2959
AT3G51070.1	67.3784	58.9313	52.536	10.8412	18.2888	19.3463
AT3G15120.1	721	618	571	883	1158	1029
AT3G26470.1	24.3801	8.3838	34.8421	2	7	4
AT3G47070.1	14172	17071	18433	15029	15176	17706
AT3G12500.1	94.6339	240.275	508.279	34	32	11
AT3G25460.1	0	0	0	0	0	0
AT3G15250.1	0	0	1	0	0	0
AT3G12940.1	273	272	320	345	391	352
AT3G25470.1	1610	1869	1882	1231	1284	1419
AT3G15095.1	1737	1852	1759	1720	1808	1971
AT3G21400.1	194	227	252	247	267	260
AT3G25450.1	0	0	0	0	0	0
AT3G20850.1	0	0	1	0	2	1
AT3G56700.1	1	5	1	0	3	0
AT3G15110.1	807	952	1121	865	878	921
AT3G01250.1	0	0	0	0	0	0
AT3G27130.1	16.2629	28.4679	15.3515	31.7667	34.2805	39.8193
AT3G33115.1	1	0	0	0	0	0
AT3G51090.1	141	145	211	129	165	123
AT3G15115.1	317	308	365	204	264	190
AT3G20920.1	662	743	752	721	937	794
AT3G19840.1	523	478	444	599	735	683
AT3G02670.1	22	19	15	0	0	0
AT3G07510.1	271	326	295	397	526.842	479
AT3G59530.1	124	293	98	126	137	140
AT3G01260.1	1	0	0	0	2	2
AT3G48610.1	1741	1950	1975	1466	1654	1356
AT3G27120.1	30.7371	47.5321	27.6485	38.2333	42.7195	40.1807
AT3G25485.1	0	0	0	0	0	0
AT3G12730.1	127	141	137	242	260	172
AT3G51050.1	1324	1408	1493	1394	1737	1581
AT3G10110.1	115.621	158.353	127.348	123.629	131.238	153.577
AT3G06480.1	974	957	875	1006	1183	1086
AT3G06470.1	398	455	502	94	120	97
AT3G02650.1	423	570	493	565	687	630
AT3G02260.1	4868	3097	2287	4838	7419	5760
AT3G25495.1	220	207	251	97	136	79
AT3G01660.1	482	547	633	577	600	492
AT3G23450.1	3117	3585	4121	5938	4974	7352
AT3G04680.1	419	488	430	429	524	442
AT3G50240.1	621	593	477	421	507	467
AT3G20940.1	0	0	0	0	0	1
AT3G50230.1	4	18	7	11	12	8
AT3G12510.1	56	62	113	74	110	96
AT3G43726.1	0	0	1	0	1	1
AT3G30719.1	0	0	0	0	0	0
AT3G20935.1	3	4	0	2	2	1
AT3G23440.1	19	22	20	16	20	16
AT3G27110.1	1530	1372	1513	2765	3057	2515
AT3G12920.1	1045	1236	1253	1059	996	962
AT3G17480.1	0	0	0	0	0	0
AT3G49110.1	465	261	782	1083.32	1302.85	1299
AT3G56740.1	234	245	261	255	337.367	279
AT3G28470.1	4	3	1	2	4	4
AT3G14680.1	13	13	75	8	11	11
AT3G61990.1	82	156	134	133	165	68
AT3G03940.1	1976	2124	2214	2321	2566	2617
AT3G21380.1	0	0	0	0	0	0
AT3G52040.1	909	1178	1131	1092	1101	1080
AT3G17500.1	0	0	0	0	0	0
AT3G11030.1	190	210	195	285	303	255
AT3G02240.1	1	2	9	3	2	0
AT3G26480.1	7.6199	27.6162	11.1579	0	0	0
AT3G25490.1	2	0	4.01881	0	0	0
AT3G56770.1	27	23	38	18	34	8
AT3G17490.1	0	0	0	0	0	0
AT3G19040.1	5	5	8	19	11	11
AT3G59510.1	26	148	15	12	14	17
AT3G02660.1	684	829	837	836	858	842
AT3G01670.1	1078	1276	817	1361	1903	1248
AT3G12930.1	2188	2274	2696	1708	1730	2033
AT3G42750.1	0	0	0	0	0	0
AT3G02250.1	990	1115	1245	1284	1407	1351
AT3G20930.1	600	667	715	672	735	756
AT3G15620.1	56	26	44	38	31	41
AT3G54450.1	0	2	0	1	1	2
AT3G25440.1	124	130	115	234	266	241
AT3G58090.1	167	195	212	214	239	228
AT3G47820.1	180	151	162	174	205	199
AT3G59500.1	788	811	951	636	832	603
AT3G60390.1	190	201	175	323	393	393
AT3G15354.1	2695	2784	2787	2457	3102	2302.57
AT3G27050.1	2081	2417	2700	2403	2438	1908
AT3G23325.1	587	531	695	178	200	219
AT3G22580.1	0	0	0	0	0	0
AT3G30716.1	0	0	0	6.14311	7.54757	4.65493
AT3G08870.1	195	107	147	364	445	275
AT3G54060.1	9	13	5	5	5	6
AT3G31023.1	0	0	0	14	25	20
AT3G22570.1	0	0	2	2	3	4
AT3G05360.1	65	33	82	55	49	36
AT3G27940.1	31	29	38	15	3	9
AT3G61370.1	152	168	192	130	126	144
AT3G48560.1	19128	20929	20311	20594	23109	23285
AT3G22160.1	143	77	186	109	139	96
AT3G01590.2	680	651	718	950	1066	830
AT3G48570.1	291	329	357	468	544	446
AT3G02610.1	10	12	18	21	35	37
AT3G50170.1	10	16	11	32	29	35
AT3G52890.1	645	745	670	904	1105	1047
AT3G20990.1	0	1	0	0	0	0
AT3G26165.1	470	520	436	857	912	774
AT3G23340.1	366	307	373	184	238	223
AT3G10210.1	387	426	465	362	429	364
AT3G54430.1	203	296	235	228	283	203
AT3G57340.1	780	805	903	903	1056	899
AT3G46540.1	1013	1067	1296	1375	1691	1232
AT3G52870.1	1553	1694	1809	1769	1985	1739
AT3G50180.1	0	0	0	0	0	2
AT3G27060.1	2517	3004	3309	3280	3091	1901
AT3G57350.1	329	400	370	303	350	388
AT3G21310.1	43	35	35	78	73	76
AT3G52690.1	0	0	0	0	0	0
AT3G02620.1	11	18	25	24	29	16
AT3G23330.1	54	60	55	99	85	101
AT3G32024.1	0	0	0	0	0	0
AT3G58860.1	0	1	1	3	0	1
AT3G47810.2	1475	1656	2076	1692	1935	1536
AT3G17450.1	549	558	475	716	819	697
AT3G47240.1	0	0	0	0	0	0
AT3G09430.1	16	15	36	22	21	32
AT3G15160.1	516	611	536	578	656	667
AT3G54420.1	194	151	229	229	276	175
AT3G10060.1	3185	3676	3871.97	2813	2905	3120.91
AT3G19470.1	100	94	118	70	113	85
AT3G47230.1	0	0	0	0	0	0
AT3G24000.1	57	48	82	82	90	74
AT3G21040.1	1	2	5	0	1	3
AT3G30620.1	0	0	0	0	0	0
AT3G50940.1	10	5	4	15	32	15
AT3G58040.1	667	712	753	823	1005	775
AT3G29540.1	0	0	0	0	0	0
AT3G58910.1	0	0	0	0	0	0
AT3G54070.1	0	0	0	0	0	0
AT3G15356.1	519	1046	1374	334	262	135
AT3G27030.1	530	639	648	628	707	487
AT3G63290.1	116	141	127	173	200	173
AT3G27950.1	0	0	0	0	1	1
AT3G24005.1	3	1	0	1	0	0
AT3G44090.1	0	0	0	0	0	0
AT3G42763.1	0	0	0	0	0	0
AT3G25500.1	1767	1930	1988.98	1631	2074	1527
AT3G21290.1	537	520	476	582	761	568
AT3G21030.1	4	10	2	0	1	0
AT3G53580.1	2470	2645	2884	2473	2991	2915
AT3G30610.1	0	0	0	0	0	0
AT3G21020.1	1	5	5	10	12	12
AT3G58050.1	859	846	786	873	1109	973
AT3G22170.1	1259	1238	1246	1334	1525	1403
AT3G23320.1	2	0	0	0	0	0
AT3G21000.1	2	6	0	3	0	0
AT3G57360.1	7	22	18	18	34	35
AT3G58880.1	0	0	0	0	0	0
AT3G21300.1	412	462	412	469	514	675
AT3G24420.1	919	804	974	738	755	1201
AT3G22560.1	29	21	57	32	46	49
AT3G01580.1	20	18	8	19	24	28
AT3G52900.1	257	316	261	296	309	192
AT3G14225.1	0	2	0	3	3	0
AT3G21010.1	6	0	5	0	3	2
AT3G57370.1	1	3	2	0	0	0
AT3G58890.1	0	0	0	0	0	0
AT3G22555.1	4	1	1	1	2	1
AT3G47800.1	337	373	471	220	240	290
AT3G27040.1	0	0	0	2	4	0
AT3G48550.1	88	116	107	129	153	129
AT3G24400.1	3	3	4	4	3	3
AT3G30715.1	0	0	0	0	0	0
AT3G58850.1	130	182	138	135	154	169
AT3G50840.1	252	197	224	143	166	230
AT3G50190.1	5	9	12	6	5	1.27905
AT3G09385.1	0	1	0	4	6	2
AT3G58080.1	0	0	0	0	0	0
AT3G17465.1	916	1080	1051	1004	1251	1070
AT3G09390.1	10238	11776	22927	17786	20501	13780
AT3G21320.1	4	1	9	1	4	5
AT3G01600.1	13	11	23	58	70	56
AT3G02630.1	670	749	780	1200	1251	1340
AT3G15330.1	0	0	0	0	0	0
AT3G23360.1	0	0	0	0	0	0
AT3G15340.1	17	23	22	29	40	20
AT3G58070.1	208	193	174	168	196	141
AT3G29525.1	0	0	0	0	0	0
AT3G30717.1	0	0	0	0	0	0
AT3G26640.1	246	279	264	227	304	255
AT3G43640.1	0	0	0	0	0	0
AT3G01270.1	0	45	0	0	0	0
AT3G26520.1	43740	44723	51027	48452	59076	53122
AT3G09400.1	2	0	0	1	2	1
AT3G10840.1	1240	1423	1493	1198	1233	942
AT3G27925.1	3985	4103	4724	4853	5137	4634
AT3G56780.1	6	4	3	3	6	3
AT3G55940.1	69	85	74	31	36	55
AT3G55950.1	164	149	163	112	150	152
AT3G24440.1	601	606	611	655	783	686
AT3G27920.1	27	34	37	18	23	16
AT3G15320.1	0	2	0	0	0	0
AT3G26560.1	1793	1846	1719	1849	2205	2019
AT3G44096.1	0	0	0	0	1	0
AT3G21340.1	0	0	0	24	25	12
AT3G52820.1	23	40	34	59	108	43
AT3G26500.1	55	19	53	45	62	51
AT3G10540.1	378	449	488	425	566	485
AT3G33112.1	0	0	0	0	0	0
AT3G23370.1	40	62	45	40	38	55
AT3G30718.1	0	0	0	0	0	0
AT3G21330.1	8	2	8	1	7	6
AT3G22136.1	0	0	0	0	0	0
AT3G26680.1	149	140	146	128	162	135
AT3G60530.1	332	343	394	269	369	341
AT3G20975.1	5.87901	10.595	8.22079	23.5896	22.3238	29.4315
AT3G52840.1	1443	1576	1767	1318	1434	1430
AT3G52830.1	0	0	0	0	0	0
AT3G31300.1	0	0	0	0	0	0
AT3G55960.1	1099	1336	1407	1283	1266	1058
AT3G60380.1	621	711	767	725	832	878
AT3G04620.1	46	66	71	37	67	40
AT3G17460.1	39	44	38	56	40	57
AT3G54050.1	28886	34645	38091	28714	29676	30095
AT3G22150.1	1157	1157	1209	949	1122	1183
AT3G60520.1	206	182	210	277	327	310
AT3G27090.1	4268	4093	4610	4122	4861	3867
AT3G47250.1	2949	2516	3155	1285	1737	1190
AT3G06870.1	0	0	0	11.9447	0	0
AT3G06540.1	448	437	489	595	722	486
AT3G20980.1	0	0	0	0	0	0
AT3G15610.1	569	618	716	708	862	714
AT3G19010.1	825	643	877	1630	2017	1321
AT3G24430.1	4182	4838	5256	4617	4851	4774
AT3G27930.1	277	323	275	334	415	416
AT3G27080.1	594	697	691	625	731	744
AT3G48580.1	6	17	26	10	25	16
AT3G44093.1	0	0	0	0	0	0
AT3G52860.1	233	300	311	453	462	467
AT3G10845.1	1	0	0	1	0	1
AT3G58840.1	705	843	741	1112	1210	1056
AT3G15350.1	482	561	618	992	1117	1045.43
AT3G12740.1	1392	1154	1575	1612	1898	1298
AT3G56790.1	0	3	4	4	7	5
AT3G42760.1	0	0	0	0	0	0
AT3G54040.1	37	46	42	50	94	61
AT3G55910.1	2	5	7	3	4	3
AT3G58830.1	763	921	891	728	730	748
AT3G32026.1	0	0	0	0	0	0
AT3G43700.1	181	145	196	177	167	162
AT3G23990.1	3826	4367	4608	4399	5075	3969
AT3G58060.1	0	4	1	0	0	0
AT3G55930.1	4	1	0	8	2	2
AT3G47260.1	0	0	1	0	0	0
AT3G50200.1	6	3	1	1	4	1
AT3G17350.1	182	200	238	189	202	252
AT3G19820.1	8098	8836	8260	7092	9449	7597
AT3G31161.1	0	0	2.64282	0	0	2.0074
AT3G26525.1	0.25	0.25	0	0	0	0
AT3G49120.1	2453	2580	7461	2226.68	3145.15	2131
AT3G48590.1	534	589	602	507	653	577
AT3G55920.1	274	370	334	435	460	505
AT3G15950.1	334	228	785	493	1388	439
AT3G53590.1	5	0	0	1	4	1
AT3G14670.1	0	0	0	0	0	0
AT3G52850.1	3043	3197	3889	3969	4988	3699
AT3G23350.1	0	0	0	0	0	0
AT3G01240.1	0	0	0	0	0	0
AT3G27140.1	0	0	1	0	0	0
AT3G13445.1	382	435	426	540	616	548
AT3G19890.1	0	0	0	0	0	0
AT3G22620.1	16	8	46	22	51	14
AT3G19880.1	0	0	0	0	0	0
AT3G44005.1	0	0	0	0	0	0
AT3G19895.1	318	310	319	330	425	347
AT3G43100.1	0	0	0	0	0	0
AT3G21480.1	227	257	167	317	405	343
AT3G20310.1	876	930	1191	1037	1228	1200
AT3G02210.1	160	197	170	195	200	211
AT3G32028.1	0	0	0	0	0	0
AT3G56670.1	0	0	0	0	0	0
AT3G15935.1	2	0	0	0	0	0
AT3G54490.1	3	14	3	14.0026	14	14
AT3G02220.1	888	1081	1026	1007	1141	1140
AT3G47850.1	460	541	581	612	599	590
AT3G42725.1	21	33	24	11	18	20
AT3G21470.1	26	26	12	31	25	42
AT3G27220.1	231	175	279	324	533	309
AT3G26580.1	1905	1582	2196	1859	2125	2752
AT3G23530.1	4526.31	4136.26	4252.95	2254.98	2757.94	2259.98
AT3G62560.1	1128	1123	1289.97	1267	1467	1276
AT3G27210.1	57	49	71	139	154	116
AT3G12970.1	58	76	93	13	23	15
AT3G30587.1	0	0	0	0	0	0
AT3G21490.1	0	0	0	0	0	0
AT3G12640.1	621	636	696	589	662	582
AT3G56660.1	5	4	4	7	13	2
AT3G13222.1	539	557	543	681	785	757
AT3G49170.1	89	62	95	128	98	163
AT3G62540.1	134.443	122.117	148.429	92.972	72.1215	77.7875
AT3G47050.1	3	1	0	8	10	13
AT3G45580.1	0	0	0	0	0	0
AT3G27230.1	965	1072	1141	1314	1539	1304
AT3G04670.1	513	541	658	489	606	433
AT3G47860.1	492	537	633	418	318	545
AT3G24490.1	698	664	692	827	999	920
AT3G06720.1	2030	1960	2166	1599	2112	1847
AT3G45560.1	0	0	0	0	0	0
AT3G18480.1	627	734	760	867	1018	805
AT3G24495.1	253	266	234	221	256	286
AT3G16800.2	258	314	299	257	331	256
AT3G31330.1	0	0	0	0	0	0
AT3G62550.1	55	44	59	172	144	330
AT3G24480.1	4267	4673	3785	4308	4671	4946
AT3G27240.1	1995	2219	2533	1897	2186	2536
AT3G62570.1	43	87	46	31	44.0062	27
AT3G61490.1	287	407	341	388	544	393
AT3G52740.1	801	901	1105	813	744	605
AT3G15930.1	17	16	17	22	20	29
AT3G15190.1	8880	11041	12035	8586	8652	9731
AT3G10040.1	141	103	208	211	323	185
AT3G33121.1	0	0	0	0	0	0
AT3G61820.1	1312	1708	1667	1445	1672	1997
AT3G56680.1	1700	1976	2158	1591	1692	1977
AT3G21465.1	202	276	239	371	400	355
AT3G03430.1	0	3	0	0	1	0
AT3G52750.1	2198	2412	2760	2470	2641	2467
AT3G24450.1	59	68	65	62	64	64
AT3G47060.1	570	553	634	727	895	778
AT3G62590.1	103	107	155	156	174	148
AT3G27910.1	0	0	0	0	0	0
AT3G57320.1	554	580	775	559	610	492
AT3G43686.1	0	0	0	0	0	0
AT3G27860.1	47	56	27	117	132	110
AT3G49160.1	31	20	29	23	6.02811	52
AT3G31317.1	0	0	0	0	0	0
AT3G23920.1	4531	3801	6626	8210	10302	6692
AT3G15200.1	11	17.0007	21.0008	23	14	14
AT3G52730.1	2093	2596	2719	2451	2558	2290
AT3G42730.1	0	0	0	0	0	0
AT3G24460.1	2590	2497	2791	1198	1423	1007
AT3G47833.1	755	860	962	889	1067	918
AT3G29440.1	0	0	0	0	0	0
AT3G47840.1	20	5	14	13	10	22
AT3G59220.1	16	14	48	9	13	8
AT3G57310.1	1	1	1	1	0	1
AT3G56070.1	1353	1663	1347	1617	1766	1997
AT3G22600.1	489	100	543	185	208	102
AT3G09640.1	3	4	8	2	7	4
AT3G27200.1	227	339	253	308	401	303
AT3G31970.1	0	0	0	0	0	0
AT3G47836.1	981	1008	1093	1040	1141	983
AT3G27850.1	14995.8	17191.4	18023.3	13576	14981.5	14611.6
AT3G62580.1	1726	1920	2527	2305	3017	2014
AT3G01190.1	0	0	0	0	0	0
AT3G13910.1	356	286	489	354	458	247
AT3G19870.1	1049	968	1071	1016	1223	978
AT3G63240.1	251	256	238	337	426	338
AT3G61830.1	489	430	513	767	756	763
AT3G52720.1	4125	4636	4190	3768	4059	2276
AT3G31320.1	0	0	0	0	0	0
AT3G28400.1	0	0	0	0	0	0
AT3G60700.1	4	6	15	15	6	12
AT3G54480.1	998	938	1029	1033	1346	1153
AT3G55500.1	77	146	171	257	339	243
AT3G02190.1	472	592	623	655	699	644
AT3G47870.1	6	4	1	2	2	0
AT3G04350.1	512	468	510	529	700	555
AT3G25240.1	1	0	8	13	6	3
AT3G24500.1	827	652	1041	1601	2141	529
AT3G63200.1	713	809	862	816	1051	894
AT3G22630.1	1059	1126	1373	1260	1328	1208
AT3G13460.1	8411	7967	8331	7432	9100	8558
AT3G27810.1	0	0	1.05866	0	0	0
AT3G23560.1	236	195	226	514	646	552
AT3G25250.1	28	4	43	26	39	16
AT3G50950.2	2937	2226	2329	4841	5682	3857
AT3G57280.1	379	376	443	378	468	600
AT3G30570.1	0	0	0	0	0	0
AT3G25280.1	0	0	0	0	0	0
AT3G27260.1	1307	1439	1290	1554	1870	1552
AT3G25270.1	0	0	0	0	0	0
AT3G27820.1	4912	5070	5652	5380	5708	5499
AT3G14780.1	25	33	20	27	65	30
AT3G25260.1	6	10	3	0	0	0
AT3G04540.1	0	0	0	0	0	0
AT3G03450.1	463	517	546	433	463	491
AT3G27270.1	50	90	67	60	51	51
AT3G19900.1	1327	1394	1582	1537	1500	1425
AT3G24503.1	3489	3489	4342	3904	4160	3039
AT3G27280.2	636	806	744	865	906	1017
AT3G57240.1	24	8	14	33	19	33
AT3G10230.1	4454.83	4529	5193.65	3025	3257	2864
AT3G57250.1	0	0	0	0	0	0
AT3G25225.1	4	0	2	3	2	4
AT3G16810.1	723	909	697	825	858	948
AT3G20860.1	111	136	141	104	194	110
AT3G06460.1	1	0	0	0	0	0
AT3G23570.1	1604	1716	2175	1702	2360	1570
AT3G56080.1	266	276	419	825	991	969
AT3G62530.1	7178	7749	8230	6330	7126	7637
AT3G43142.1	0	0	0	0	0	0
AT3G57270.1	1	4	4	1	7	5
AT3G31350.1	0	0	0	0	0	0
AT3G03960.1	2552	3183	2981	3292	3642	3594
AT3G03070.1	1763	2006	2187	1962	2263	1967
AT3G44735.1	1014	962	1137	1154	1307	1036
AT3G32130.1	0	0	0	0	0	0
AT3G57260.1	1215	267	540	5689	4566	7954
AT3G60710.1	6	9	2	0	0	0
AT3G06710.1	11	10	12	4	9	22
AT3G46530.1	2302	2446	2158	1573	1706	1155
AT3G04480.1	1394	1173	1246	1740	2206	1508
AT3G02180.1	2485	2829	3058	2115	2145	1954
AT3G01185.1	0	0	0	0	0	0
AT3G56640.1	234	257	245	298	335	249
AT3G03440.1	193	163	186	213	253	234
AT3G43860.1	0	0	0	0	0	0
AT3G05160.1	349.548	365.833	380.451	1133.96	1386.9	1358.5
AT3G25400.1	86	93	91	214	240	236
AT3G56630.1	1019	1191	1220	993	1091	1004
AT3G21500.2	12	3	7	7	6	1
AT3G13450.1	228	247	316	329	393	425
AT3G59230.1	4	1	7	11	4	6
AT3G23910.1	456.572	519.031	571.274	695.878	663.161	575.775
AT3G54010.1	847	918	905	1236	1495	1209
AT3G56650.1	1450	1583	1667	1586	1707	1631
AT3G23540.1	631	617	808	703	798	642
AT3G25410.1	1342	1484	1649	1347	1387	1317
AT3G15170.1	10	20	13	24	47	41
AT3G44110.1	11633	11274	14549	11346	14423	8425
AT3G45250.1	0	0	0	0	0	0
AT3G27250.1	20	16	40	188	218	155
AT3G10520.1	858	1140	1042	1124	865	1691
AT3G43095.1	0	0	0	0	0	0
AT3G63210.1	281	250	409	397	480	522
AT3G59990.1	2095	2216	2320	2385	2842	2475
AT3G02170.1	1311	1678	1307	1249	1598	1353
AT3G43080.1	0	0	0	0	0	0
AT3G20870.1	572	631	699	623	626	543
AT3G30580.1	0	0	0	0	0	0
AT3G59240.1	0	0	0	0	0	0
AT3G23550.1	29	217	122	28	16	10
AT3G20865.1	91	149	125	115	109	92
AT3G10815.1	39	6	53	41	53	21
AT3G30582.1	0	0	0	0	0	0
AT3G57290.1	3317	3864	3736	3509	3815	3999
AT3G25290.1	161	240	197	63	112	83
AT3G27830.1	15150.2	18784.6	19644.7	11999	12898.5	12814.4
AT3G26590.1	1116	1309	1581	1221	1393	861
AT3G29430.1	0	0	0	0	1	0
AT3G30585.1	0	0	0	0	0	0
AT3G14160.1	199	228	260	113	146	113
AT3G45253.1	0	0	0	0	0	0
AT3G31340.1	0	0	0	0	0	0
AT3G43090.1	2	0	3	0	0	0
AT3G27840.1	0	0	0	0	0	0
AT3G52115.1	45	69	52	50	54	77
AT3G23510.1	1288.69	898.738	868.052	18.0248	30.0561	17.0156
AT3G28420.1	156	140	141	141	174	77
AT3G26190.1	1	0	14	0	0	0
AT3G29480.1	0	0	0	0	0	0
AT3G15240.2	0	1	0	0	2	0
AT3G56020.1	2607.97	3097.87	2866.79	3206.97	2928.79	3161.9
AT3G16770.1	6344	5419	8777	5458	7183	5643
AT3G58790.1	346.894	385.789	402.683	425.966	678.589	462.269
AT3G61380.1	228	262	238	184	246	169
AT3G52080.1	0	0	2	0	0	0
AT3G56010.1	2098	2578	2837	1824	1918	1946
AT3G63280.1	94	89	97	133	202	118
AT3G43141.1	0	0	0	0	0	0
AT3G58800.1	116	133	131	192	228	186
AT3G20340.1	0	1	18	2	6	2
AT3G11040.1	102	112	103	173	217	192
AT3G52070.1	98.0075	140.276	146.631	136.852	135.701	176.942
AT3G62620.1	144	171	163	162	170	175
AT3G27883.1	0	0	0	0	0	0
AT3G20900.1	0	0	1	0	0	0
AT3G01220.1	12	9	18	8	14	3
AT3G56030.1	66	59	96	76	88	88
AT3G43820.1	0	0	0	0	0	0
AT3G62610.1	39	25	35	7	9	5
AT3G56040.1	2921	3150	2928	2580	2871	2873
AT3G31312.1	0	0	0	0	0	0
AT3G01210.1	590	588	730	653	728	527
AT3G12955.1	5	5	2.02455	8	8	7
AT3G03400.1	0	0	0	0	0	0
AT3G28415.1	1	0	0	0	0	0
AT3G23460.1	0	2	1	5	5	3
AT3G20890.1	266	291	326	303	319	338
AT3G30590.1	0	0	0	0	0	0
AT3G05165.1	1486.45	1321.17	2039.55	2729.04	3748.1	2482.5
AT3G59540.1	4802	5384	5709	4788	5420	5457
AT3G16780.1	2648	3486	3223	2934	2999	3598
AT3G51140.1	2031	2293	2615	2593	2605	2776
AT3G54030.1	345	403	491	344	395	362
AT3G27880.1	71	73	87	184	229	226
AT3G63270.1	253	219	287	308	364	320
AT3G47280.1	0	0	0	0	0	0
AT3G60010.1	2	5	1	1	2	2
AT3G54460.1	1145	1110	1081	1219	1451	1490
AT3G33118.1	0	0	0	0	0	0
AT3G15090.1	965	968	1086	1003	1147	910
AT3G52810.1	12	46	4	1	1	0
AT3G59200.1	17	21	15	34	37	32
AT3G13220.1	25	41	4	0	0	0
AT3G50820.1	34966	46643	47396	37907	38731	46865
AT3G58810.1	40	35	48	66	68	59
AT3G09360.1	250	255	222	356	403	375
AT3G60020.1	1	1	0	7	11	6
AT3G58820.1	111	110	85	126	157	140
AT3G04440.1	17.6074	25.1434	15.1879	42.6066	66.1025	53.5592
AT3G27160.1	7869	9246	10776	7633	8190	8759
AT3G01230.1	0	0	0	0	0	0
AT3G53630.1	657	656	823	813	841	927
AT3G19045.1	0	0	0	7	5	3
AT3G10220.1	424.169	506	505.345	533	556	507
AT3G27150.1	12	9	18	18	35	15
AT3G26460.1	18	14	12	131.023	191.031	113.043
AT3G16750.1	162	172	187	0	0	0
AT3G54780.1	40	48	60	124	145	132
AT3G51100.1	477	620	634	679	710	578
AT3G55510.1	455	492	422	608	703	750
AT3G27900.1	12	12	10	0	0	0
AT3G29515.1	0	0	0	2	3	1
AT3G25430.1	148	181	151	184	197	195
AT3G21410.1	0	0	0	0	0	0
AT3G27895.1	0	7	4	0	0	0
AT3G60030.1	1765	1699	1789	1840	2218	2032
AT3G27170.1	1065.92	1100.32	1622.59	977.924	1405.24	648.116
AT3G52060.1	820	918	961	832	1026	827
AT3G20910.1	140	150	164	252	294	302
AT3G53640.1	0	0	0	0	0	1
AT3G09350.1	726	560	920	505	672	335
AT3G25420.1	0	0	0	0	0	0
AT3G19050.1	333	347	135	491	613	598
AT3G43690.1	3	5	6	0	0	0
AT3G49100.1	241	281	302	270	340	301
AT3G43128.1	0	0	0	0	0	0
AT3G51130.1	654	683	898	773	894	601
AT3G32383.1	6	3	4	2	2	0
AT3G31310.1	0	0	0	0	0	0
AT3G27886.1	0	0	0	0	0	0
AT3G50250.1	0	0	0	0	0	0
AT3G12950.1	810	831	760	809	923	768
AT3G43130.1	0	0	0	0	0	0
AT3G51110.1	268	270	267	193	207	188
AT3G51120.1	942	843	846	917	1105	1008
AT3G27890.1	1474	1394	1746	1140	1275	1037
AT3G06730.1	1019	1115	1099	1324	1343	1539
AT3G27180.1	587.078	670.684	708.413	651.076	651.765	828.884
AT3G62630.1	569	681	563	790	1012	842
AT3G29510.1	0	0	0	0	0	0
AT3G28430.1	519	495	498	443	635	514
AT3G09340.1	1.39595	0	0	2	1	0
AT3G13228.1	0	1	1	0	0	0
AT3G52105.1	219	229	221	317	293	234
AT3G26650.1	98914	105342	114497	76667	87164	83203
AT3G52770.1	23	33	33	28	44	26
AT3G44100.1	1853	1999	2251	2206	2455	1733
AT3G19070.1	0	1	0	0	0	0
